transaction_id,category,subcategory,region,season,unit_cost,unit_price,quantity_sold,inventory_days,revenue,cost,profit,profit_margin_pct
TXN102616,Beauty & Personal Care,Grooming,East,Festive,312.86,396.53,10,28.0,3965.3,3128.6,836.7,21.1
TXN102617,Beauty & Personal Care,Makeup,South,Spring,38.28,46.55,7,56.0,325.85,267.96,57.89,17.77
TXN102618,Electronics,Laptops,Central,Winter,2903.0,3118.21,9,64.0,28063.89,26127.0,1936.89,6.9
TXN102619,Grocery,Dairy,West,Festive,298.76,320.08,20,4.0,6401.6,5975.2,426.4,6.66
TXN102620,Home & Kitchen,Storage,West,Winter,49.41,56.94,9,65.0,512.46,444.69,67.77,13.22
TXN102621,Electronics,Laptops,East,Summer,203.09,189.36,11,56.0,2082.96,2233.99,-151.03,-7.25
TXN102622,Electronics,Headphones,East,Winter,2057.39,2037.83,9,50.0,18340.47,18516.51,-176.04,-0.96
TXN102623,Electronics,Cameras,South,Monsoon,1861.26,2103.46,4,42.0,8413.84,7445.04,968.8,11.51
TXN102624,Home & Kitchen,Furniture,East,Festive,142.88,176.68,1,42.0,176.68,142.88,33.8,19.13
TXN102625,Home & Kitchen,Cookware,West,Spring,30.02,32.71,11,77.0,359.81,330.22,29.59,8.22
TXN102626,Grocery,Frozen Foods,Central,Winter,241.41,232.61,18,12.0,4186.98,4345.38,-158.4,-3.78
TXN102627,Beauty & Personal Care,Grooming,West,Summer,282.9,361.17,3,32.0,1083.51,848.7,234.81,21.67
TXN102628,Electronics,Headphones,North,Spring,2413.45,2347.49,8,56.0,18779.92,19307.6,-527.68,-2.81
TXN102629,Electronics,Cameras,East,Festive,2054.93,2292.8,9,38.0,20635.2,18494.37,2140.83,10.37
TXN102630,Apparel,Men's Wear,West,Spring,315.58,356.11,9,94.0,3204.99,2840.22,364.77,11.38
TXN102631,Electronics,Smartphones,South,Spring,2222.84,2403.71,8,63.0,19229.68,17782.72,1446.96,7.52
TXN102632,Beauty & Personal Care,Haircare,Central,Spring,310.82,344.3,10,58.0,3443.0,3108.2,334.8,9.72
TXN102633,Electronics,Smartphones,North,Winter,1268.24,1312.53,7,54.0,9187.71,8877.68,310.03,3.37
TXN102634,Electronics,Laptops,South,Summer,1932.26,1925.64,4,67.0,7702.56,7729.04,-26.48,-0.34
TXN102635,Grocery,Snacks,East,Spring,125.31,135.88,15,6.0,2038.2,1879.65,158.55,7.78
TXN102636,Apparel,Footwear,North,Monsoon,438.72,512.95,8,113.0,4103.6,3509.76,593.84,14.47
TXN102637,Beauty & Personal Care,Makeup,North,Monsoon,37.93,48.8,4,47.0,195.2,151.72,43.48,22.27
TXN102638,Grocery,Staples,North,Summer,473.84,504.92,15,8.0,7573.8,7107.6,466.2,6.16
TXN102639,Home & Kitchen,Cookware,West,Winter,268.46,330.65,8,63.0,2645.2,2147.68,497.52,18.81
TXN102640,Home & Kitchen,Storage,West,Monsoon,293.13,336.24,9,81.0,3026.16,2638.17,387.99,12.82
TXN102641,Electronics,Headphones,South,Summer,1900.12,2148.21,7,38.0,15037.47,13300.84,1736.63,11.55
TXN102642,Apparel,Kids Wear,,Summer,154.05,204.12,6,71.0,1224.72,924.3,300.42,24.53
TXN102643,Electronics,Smartphones,East,Monsoon,2820.74,3028.89,7,60.0,21202.23,19745.18,1457.05,6.87
TXN102644,Home & Kitchen,Appliances,West,Spring,301.3,378.22,6,43.0,2269.32,1807.8,461.52,20.34
TXN102645,Apparel,Winter Wear,Central,Monsoon,114.48,144.34,6,37.0,866.04,686.88,179.16,20.69
TXN102646,Grocery,Dairy,Central,Winter,341.52,334.54,12,18.0,4014.48,4098.24,-83.76,-2.09
TXN102647,Beauty & Personal Care,Haircare,West,Monsoon,68.76,93.77,7,23.0,656.39,481.32,175.07,26.67
TXN102648,Home & Kitchen,Decor,East,Monsoon,220.47,229.77,6,92.0,1378.62,1322.82,55.8,4.05
TXN102649,Home & Kitchen,Decor,West,Spring,150.34,170.46,12,94.0,2045.52,1804.08,241.44,11.8
TXN102650,Electronics,Accessories,South,Spring,491.44,532.89,3,29.0,1598.67,1474.32,124.35,7.78
TXN102651,Beauty & Personal Care,Fragrances,Central,Spring,92.69,128.21,12,30.0,1538.52,1112.28,426.24,27.7
TXN102652,Home & Kitchen,Appliances,South,Spring,257.0,308.44,10,44.0,3084.4,2570.0,514.4,16.68
TXN102653,Electronics,Cameras,East,Monsoon,1101.16,1186.38,3,,3559.14,3303.48,255.66,7.18
TXN102654,Apparel,Kids Wear,Central,Spring,132.85,166.82,5,51.0,834.1,664.25,169.85,20.36
TXN102655,Home & Kitchen,Furniture,Central,Winter,426.27,462.64,4,81.0,1850.56,1705.08,145.48,7.86
TXN102656,Grocery,Snacks,South,Monsoon,70.3,73.02,24,12.0,1752.48,1687.2,65.28,3.73
TXN102657,Apparel,Men's Wear,North,Summer,23.95,26.39,6,76.0,158.34,143.7,14.64,9.25
TXN102658,Apparel,Women's Wear,Central,Winter,167.89,224.72,8,70.0,1797.76,1343.12,454.64,25.29
TXN102659,Grocery,Beverages,South,Summer,229.02,220.6,15,16.0,3309.0,3435.3,-126.3,-3.82
TXN102660,Home & Kitchen,Appliances,Central,Winter,453.27,567.92,6,63.0,3407.52,2719.62,687.9,20.19
TXN102661,Apparel,Footwear,South,Winter,81.2,89.56,6,92.0,537.36,487.2,50.16,9.33
TXN102662,Electronics,Headphones,South,Winter,1171.77,1269.31,8,34.0,10154.48,9374.16,780.32,7.68
TXN102663,Beauty & Personal Care,Makeup,Central,Festive,298.54,391.97,10,26.0,3919.7,2985.4,934.3,23.84
TXN102664,Home & Kitchen,Furniture,West,Festive,457.74,552.3,3,,1656.9,1373.22,283.68,17.12
TXN102665,Home & Kitchen,Storage,North,Festive,241.43,274.37,5,78.0,1371.85,1207.15,164.7,12.01
TXN102666,Electronics,Headphones,North,Monsoon,2580.65,2812.8,6,36.0,16876.8,15483.9,1392.9,8.25
TXN102667,Electronics,Cameras,Central,Spring,2843.98,3126.77,7,29.0,21887.39,19907.86,1979.53,9.04
TXN102668,Electronics,Smartphones,East,Festive,228.97,237.93,5,41.0,1189.65,1144.85,44.8,3.77
TXN102669,Grocery,Staples,South,Monsoon,347.43,343.65,13,12.0,4467.45,4516.59,-49.14,-1.1
TXN102670,Home & Kitchen,Storage,Central,Winter,18.63,22.28,6,62.0,133.68,111.78,21.9,16.38
TXN102671,Beauty & Personal Care,Grooming,Central,Festive,154.53,194.65,7,27.0,1362.55,1081.71,280.84,20.61
TXN102672,Grocery,Frozen Foods,West,Monsoon,278.3,282.37,10,19.0,2823.7,2783.0,40.7,1.44
TXN102673,Electronics,Laptops,West,Festive,2181.98,2264.96,7,38.0,15854.72,15273.86,580.86,3.66
TXN102674,Grocery,Dairy,Central,Festive,221.11,207.37,15,19.0,3110.55,3316.65,-206.1,-6.63
TXN102675,Home & Kitchen,Storage,South,Summer,138.17,164.19,7,42.0,1149.33,967.19,182.14,15.85
TXN102676,Apparel,Winter Wear,Central,Festive,245.98,278.69,2,76.0,557.38,491.96,65.42,11.74
TXN102677,Beauty & Personal Care,Skincare,North,Festive,146.88,186.62,5,30.0,933.1,734.4,198.7,21.29
TXN102678,Apparel,Kids Wear,North,Monsoon,432.42,483.72,5,118.0,2418.6,2162.1,256.5,10.61
TXN102679,Apparel,Kids Wear,West,Festive,140.3,176.19,6,37.0,1057.14,841.8,215.34,20.37
TXN102680,Grocery,Frozen Foods,East,Summer,300.17,314.4,20,5.0,6288.0,6003.4,284.6,4.53
TXN102681,Grocery,Snacks,North,Spring,257.71,274.45,18,18.0,4940.1,4638.78,301.32,6.1
TXN102682,Apparel,Kids Wear,West,Festive,299.05,397.28,5,68.0,1986.4,1495.25,491.15,24.73
TXN102683,Home & Kitchen,Appliances,Central,Spring,46.18,57.42,7,57.0,401.94,323.26,78.68,19.58
TXN102684,Electronics,Laptops,South,Spring,1456.83,1547.88,4,37.0,6191.52,5827.32,364.2,5.88
TXN102685,Grocery,Dairy,East,Monsoon,283.01,306.94,10,3.0,3069.4,2830.1,239.3,7.8
TXN102686,Beauty & Personal Care,Fragrances,East,Monsoon,134.02,180.48,7,39.0,1263.36,938.14,325.22,25.74
TXN102687,Apparel,Kids Wear,South,Winter,200.72,241.58,5,30.0,1207.9,1003.6,204.3,16.91
TXN102688,Apparel,Men's Wear,East,Summer,330.29,408.66,6,87.0,2451.96,1981.74,470.22,19.18
TXN102689,Home & Kitchen,Furniture,Central,Monsoon,472.66,577.32,8,86.0,4618.56,3781.28,837.28,18.13
TXN102690,Grocery,Staples,East,Monsoon,207.88,212.71,13,17.0,2765.23,2702.44,62.79,2.27
TXN102691,Grocery,Beverages,South,Winter,106.85,114.82,17,7.0,1951.94,1816.45,135.49,6.94
TXN102692,Electronics,Smartphones,Central,Festive,2197.21,2016.83,8,60.0,16134.64,17577.68,-1443.04,-8.94
TXN102693,Home & Kitchen,Decor,Central,Festive,473.34,514.24,13,87.0,6685.12,6153.42,531.7,7.95
TXN102694,Grocery,Beverages,North,Festive,207.68,191.85,18,14.0,3453.3,3738.24,-284.94,-8.25
TXN102695,Apparel,Men's Wear,West,Summer,306.8,402.49,8,96.0,3219.92,2454.4,765.52,23.77
TXN102696,Home & Kitchen,Decor,West,Winter,142.13,176.06,7,44.0,1232.42,994.91,237.51,19.27
TXN102697,Home & Kitchen,Cookware,South,Winter,303.1,322.6,8,85.0,2580.8,2424.8,156.0,6.04
TXN102698,Grocery,Beverages,South,Spring,413.42,432.56,15,5.0,6488.4,6201.3,287.1,4.42
TXN102699,Grocery,Dairy,East,Winter,428.79,464.1,19,6.0,8817.9,8147.01,670.89,7.61
TXN102700,Beauty & Personal Care,Haircare,East,Festive,54.88,67.77,3,52.0,203.31,164.64,38.67,19.02
TXN102701,Home & Kitchen,Appliances,Central,Winter,431.22,534.7,6,52.0,3208.2,2587.32,620.88,19.35
TXN102702,Grocery,Snacks,South,Festive,330.92,306.15,12,17.0,3673.8,3971.04,-297.24,-8.09
TXN102703,Grocery,Beverages,North,Monsoon,196.25,177.49,13,19.0,2307.37,2551.25,-243.88,-10.57
TXN102704,Grocery,Beverages,West,Festive,325.55,295.71,23,12.0,6801.33,7487.65,-686.32,-10.09
TXN102705,Home & Kitchen,Furniture,West,Winter,451.64,542.74,8,73.0,4341.92,3613.12,728.8,16.79
TXN102706,Electronics,Headphones,Central,Summer,358.02,403.98,5,26.0,2019.9,1790.1,229.8,11.38
TXN102707,Grocery,Snacks,West,Festive,124.3,133.79,14,7.0,1873.06,1740.2,132.86,7.09
TXN102708,Grocery,Snacks,North,Winter,358.81,388.72,18,6.0,6996.96,6458.58,538.38,7.69
TXN102709,Home & Kitchen,Furniture,Central,Summer,491.91,584.18,7,98.0,4089.26,3443.37,645.89,15.79
TXN102710,Apparel,Women's Wear,South,Summer,316.34,419.54,9,73.0,3775.86,2847.06,928.8,24.6
TXN102711,Home & Kitchen,Cookware,North,Winter,240.38,285.84,3,65.0,857.52,721.14,136.38,15.9
TXN102712,Apparel,Footwear,South,Summer,372.78,452.5,8,72.0,3620.0,2982.24,637.76,17.62
TXN102713,Electronics,Accessories,West,Monsoon,2324.71,2585.57,6,42.0,15513.42,13948.26,1565.16,10.09
TXN102714,Apparel,Men's Wear,Central,Spring,495.84,664.35,11,40.0,7307.85,5454.24,1853.61,25.36
TXN102715,Beauty & Personal Care,Fragrances,Central,Winter,91.77,115.61,7,48.0,809.27,642.39,166.88,20.62
TXN102716,Electronics,Accessories,North,Spring,2023.86,2239.37,11,44.0,24633.07,22262.46,2370.61,9.62
TXN102717,Home & Kitchen,Storage,North,Festive,359.73,454.58,7,,3182.06,2518.11,663.95,20.87
TXN102718,Beauty & Personal Care,Grooming,South,Summer,112.87,120.84,7,55.0,845.88,790.09,55.79,6.6
TXN102719,Electronics,Smartphones,South,Festive,2416.71,2653.06,7,46.0,18571.42,16916.97,1654.45,8.91
TXN102720,Apparel,Men's Wear,South,Spring,10.26,12.67,8,37.0,101.36,82.08,19.28,19.02
TXN102721,Electronics,Cameras,West,Festive,1670.86,1783.61,7,26.0,12485.27,11696.02,789.25,6.32
TXN102722,Electronics,Smartphones,East,Winter,393.19,407.77,6,56.0,2446.62,2359.14,87.48,3.58
TXN102723,Electronics,Smartphones,East,Winter,2003.74,2175.72,7,46.0,15230.04,14026.18,1203.86,7.9
TXN102724,Home & Kitchen,Appliances,Central,Spring,237.51,292.28,3,92.0,876.84,712.53,164.31,18.74
TXN102725,Grocery,Dairy,West,Winter,342.38,305.33,17,16.0,5190.61,5820.46,-629.85,-12.13
TXN102726,Beauty & Personal Care,Grooming,East,Monsoon,74.97,88.94,9,55.0,800.46,674.73,125.73,15.71
TXN102727,Home & Kitchen,Decor,North,Spring,193.35,242.34,6,61.0,1454.04,1160.1,293.94,20.22
TXN102728,Beauty & Personal Care,Makeup,East,Spring,161.77,200.34,5,40.0,1001.7,808.85,192.85,19.25
TXN102729,Apparel,Winter Wear,Central,Winter,168.13,207.85,7,98.0,1454.95,1176.91,278.04,19.11
TXN102730,Grocery,Staples,West,Winter,319.18,339.11,17,8.0,5764.87,5426.06,338.81,5.88
TXN102731,Home & Kitchen,Appliances,East,Festive,403.29,445.16,9,74.0,4006.44,3629.61,376.83,9.41
TXN102732,Apparel,Footwear,North,Spring,246.31,269.86,6,85.0,1619.16,1477.86,141.3,8.73
TXN102733,Apparel,Men's Wear,Central,Spring,104.05,125.35,4,48.0,501.4,416.2,85.2,16.99
TXN102734,Home & Kitchen,Storage,North,Monsoon,238.93,293.38,4,65.0,1173.52,955.72,217.8,18.56
TXN102735,Home & Kitchen,Storage,North,Monsoon,483.74,519.95,11,73.0,5719.45,5321.14,398.31,6.96
TXN102736,Electronics,Laptops,East,Monsoon,2453.01,2540.23,5,58.0,12701.15,12265.05,436.1,3.43
TXN102737,Grocery,Frozen Foods,West,Spring,211.95,218.18,20,16.0,4363.6,4239.0,124.6,2.86
TXN102738,Grocery,Snacks,Central,Festive,73.59,71.44,14,14.0,1000.16,1030.26,-30.1,-3.01
TXN102739,Home & Kitchen,Cookware,South,Festive,449.24,530.38,6,55.0,3182.28,2695.44,486.84,15.3
TXN102740,Apparel,Women's Wear,West,Festive,48.73,63.3,4,35.0,253.2,194.92,58.28,23.02
TXN102741,Home & Kitchen,Appliances,North,Winter,53.39,65.31,5,62.0,326.55,266.95,59.6,18.25
TXN102742,Grocery,Dairy,East,Winter,387.14,402.68,15,19.0,6040.2,5807.1,233.1,3.86
TXN102743,Apparel,Kids Wear,North,Spring,128.1,159.81,7,40.0,1118.67,896.7,221.97,19.84
TXN102744,Apparel,Men's Wear,North,Spring,367.58,476.53,5,34.0,2382.65,1837.9,544.75,22.86
TXN102745,Beauty & Personal Care,Makeup,East,Spring,24.72,30.5,7,27.0,213.5,173.04,40.46,18.95
TXN102746,Apparel,Kids Wear,East,Festive,212.53,270.58,8,43.0,2164.64,1700.24,464.4,21.45
TXN102747,Grocery,Staples,South,Summer,53.22,55.58,18,18.0,1000.44,957.96,42.48,4.25
TXN102748,Electronics,Smartphones,West,Monsoon,2924.57,3318.58,10,30.0,33185.8,29245.7,3940.1,11.87
TXN102749,Electronics,Laptops,North,Festive,296.0,277.46,3,66.0,832.38,888.0,-55.62,-6.68
TXN102750,Apparel,Women's Wear,Central,Monsoon,424.2,526.07,6,116.0,3156.42,2545.2,611.22,19.36
TXN102751,Grocery,Dairy,West,Festive,417.35,380.75,15,13.0,5711.25,6260.25,-549.0,-9.61
TXN102752,Home & Kitchen,Cookware,South,Spring,313.27,389.8,4,52.0,1559.2,1253.08,306.12,19.63
TXN102753,Home & Kitchen,Appliances,South,Monsoon,211.91,249.4,6,50.0,1496.4,1271.46,224.94,15.03
TXN102754,Beauty & Personal Care,Fragrances,Central,Winter,243.85,284.05,5,41.0,1420.25,1219.25,201.0,14.15
TXN102755,Home & Kitchen,Storage,South,Spring,287.32,300.14,8,81.0,2401.12,2298.56,102.56,4.27
TXN102756,Electronics,Accessories,East,Monsoon,2667.02,2674.18,11,50.0,29415.98,29337.22,78.76,0.27
TXN102757,Grocery,Dairy,Central,Summer,253.9,268.24,15,8.0,4023.6,3808.5,215.1,5.35
TXN102758,Home & Kitchen,Storage,East,Festive,321.49,387.29,7,65.0,2711.03,2250.43,460.6,16.99
TXN102759,Home & Kitchen,Appliances,Central,Spring,193.36,199.88,12,99.0,2398.56,2320.32,78.24,3.26
TXN102760,Beauty & Personal Care,Skincare,East,Spring,285.77,343.45,4,43.0,1373.8,1143.08,230.72,16.79
TXN102761,Grocery,Staples,East,Spring,358.38,385.73,22,3.0,8486.06,7884.36,601.7,7.09
TXN102762,Grocery,Dairy,East,Summer,342.73,358.26,22,11.0,7881.72,7540.06,341.66,4.33
TXN102763,Apparel,Kids Wear,South,Spring,166.28,178.13,6,109.0,1068.78,997.68,71.1,6.65
TXN102764,Apparel,Women's Wear,East,Monsoon,190.46,233.15,4,92.0,932.6,761.84,170.76,18.31
TXN102765,Apparel,Women's Wear,West,Spring,298.49,365.41,3,38.0,1096.23,895.47,200.76,18.31
TXN102766,Beauty & Personal Care,Grooming,North,Festive,429.07,522.26,8,45.0,4178.08,3432.56,745.52,17.84
TXN102767,Apparel,Women's Wear,Central,Festive,367.42,443.48,9,65.0,3991.32,3306.78,684.54,17.15
TXN102768,Apparel,Footwear,Central,Festive,199.81,269.92,5,44.0,1349.6,999.05,350.55,25.97
TXN102769,Home & Kitchen,Cookware,North,Monsoon,131.39,165.22,7,43.0,1156.54,919.73,236.81,20.48
TXN102770,Home & Kitchen,Storage,West,Monsoon,247.46,280.42,8,79.0,2243.36,1979.68,263.68,11.75
TXN102771,Home & Kitchen,Cookware,Central,Festive,352.15,437.33,8,67.0,3498.64,2817.2,681.44,19.48
TXN102772,Electronics,Headphones,East,Festive,2302.85,2431.38,6,59.0,14588.28,13817.1,771.18,5.29
TXN102773,Home & Kitchen,Storage,West,Monsoon,443.07,468.96,6,76.0,2813.76,2658.42,155.34,5.52
TXN102774,Beauty & Personal Care,Grooming,North,Summer,142.77,166.34,7,51.0,1164.38,999.39,164.99,14.17
TXN102775,Electronics,Smartphones,North,Spring,627.21,587.58,5,48.0,2937.9,3136.05,-198.15,-6.74
TXN102776,Apparel,Footwear,West,Winter,69.83,85.92,12,53.0,1031.04,837.96,193.08,18.73
TXN102777,Grocery,Snacks,North,Festive,88.32,96.03,18,3.0,1728.54,1589.76,138.78,8.03
TXN102778,Apparel,Kids Wear,West,Summer,335.6,452.18,8,65.0,3617.44,2684.8,932.64,25.78
TXN102779,Home & Kitchen,Furniture,Central,Festive,323.16,391.73,8,49.0,3133.84,2585.28,548.56,17.5
TXN102780,Apparel,Footwear,Central,Spring,268.55,302.25,6,107.0,1813.5,1611.3,202.2,11.15
TXN102781,Electronics,Cameras,West,Festive,347.51,322.69,7,50.0,2258.83,2432.57,-173.74,-7.69
TXN102782,Electronics,Laptops,Central,Winter,851.43,953.38,8,63.0,7627.04,6811.44,815.6,10.69
TXN102783,Apparel,Footwear,North,Summer,456.1,600.8,7,51.0,4205.6,3192.7,1012.9,24.08
TXN102784,Beauty & Personal Care,Grooming,West,Winter,246.54,305.08,8,51.0,2440.64,1972.32,468.32,19.19
TXN102785,Apparel,Winter Wear,South,Festive,247.41,331.13,8,42.0,2649.04,1979.28,669.76,25.28
TXN102786,Electronics,Accessories,North,Winter,110.99,125.76,4,40.0,503.04,443.96,59.08,11.74
TXN102787,Home & Kitchen,Furniture,South,Winter,321.0,327.17,8,82.0,2617.36,2568.0,49.36,1.89
TXN102788,Electronics,Accessories,West,Festive,1882.92,1895.49,11,69.0,20850.39,20712.12,138.27,0.66
TXN102789,Grocery,Staples,North,Winter,114.94,120.6,12,4.0,1447.2,1379.28,67.92,4.69
TXN102790,Grocery,Snacks,East,Spring,450.49,484.34,18,6.0,8718.12,8108.82,609.3,6.99
TXN102791,Apparel,Men's Wear,South,Summer,221.36,262.56,9,70.0,2363.04,1992.24,370.8,15.69
TXN102792,Beauty & Personal Care,Fragrances,South,Summer,384.74,456.12,4,55.0,1824.48,1538.96,285.52,15.65
TXN102793,Home & Kitchen,Cookware,Central,Summer,23.66,24.12,12,95.0,289.44,283.92,5.52,1.91
TXN102794,Apparel,Footwear,Central,Festive,166.49,185.02,5,88.0,925.1,832.45,92.65,10.02
TXN102795,Grocery,Staples,West,Winter,189.75,204.13,15,9.0,3061.95,2846.25,215.7,7.04
TXN102796,Electronics,Cameras,East,Winter,2768.61,3092.5,5,40.0,15462.5,13843.05,1619.45,10.47
TXN102797,Electronics,Laptops,Central,Monsoon,250.02,257.49,5,50.0,1287.45,1250.1,37.35,2.9
TXN102798,Beauty & Personal Care,Haircare,South,Spring,100.96,123.53,4,45.0,494.12,403.84,90.28,18.27
TXN102799,Grocery,Staples,West,Monsoon,319.71,303.94,15,17.0,4559.1,4795.65,-236.55,-5.19
TXN102800,Grocery,Frozen Foods,South,Summer,452.72,453.76,17,19.0,7713.92,7696.24,17.68,0.23
TXN102801,Electronics,Headphones,East,Spring,903.79,1027.34,10,34.0,10273.4,9037.9,1235.5,12.03
TXN102802,Home & Kitchen,Cookware,North,Spring,144.49,162.16,4,90.0,648.64,577.96,70.68,10.9
TXN102803,Home & Kitchen,Decor,West,Summer,21.55,27.22,9,61.0,244.98,193.95,51.03,20.83
TXN102804,Electronics,Smartphones,East,Spring,2676.89,2817.17,12,,33806.04,32122.68,1683.36,4.98
TXN102805,Electronics,Cameras,East,Summer,1021.16,944.55,7,52.0,6611.85,7148.12,-536.27,-8.11
TXN102806,Electronics,Cameras,South,Monsoon,2466.14,2744.64,10,29.0,27446.4,24661.4,2785.0,10.15
TXN102807,Home & Kitchen,Appliances,Central,Monsoon,102.39,118.96,4,45.0,475.84,409.56,66.28,13.93
TXN102808,Electronics,Headphones,West,Monsoon,1592.92,1482.29,5,51.0,7411.45,7964.6,-553.15,-7.46
TXN102809,Beauty & Personal Care,Fragrances,West,Festive,416.53,512.29,5,45.0,2561.45,2082.65,478.8,18.69
TXN102810,Beauty & Personal Care,Skincare,Central,Spring,460.23,578.56,9,49.0,5207.04,4142.07,1064.97,20.45
TXN102811,Beauty & Personal Care,Skincare,South,Winter,90.98,116.79,7,30.0,817.53,636.86,180.67,22.1
TXN102812,Electronics,Laptops,East,Monsoon,1404.81,1378.56,7,50.0,9649.92,9833.67,-183.75,-1.9
TXN102813,Beauty & Personal Care,Haircare,South,Festive,346.44,441.02,7,53.0,3087.14,2425.08,662.06,21.45
TXN102814,Electronics,Headphones,East,Festive,1999.71,2205.67,7,31.0,15439.69,13997.97,1441.72,9.34
TXN102815,Electronics,Headphones,North,Festive,2080.69,2168.53,9,64.0,19516.77,18726.21,790.56,4.05
TXN102816,Home & Kitchen,Cookware,South,Summer,159.42,189.5,5,98.0,947.5,797.1,150.4,15.87
TXN102817,Grocery,Beverages,South,Festive,342.46,375.54,24,5.0,9012.96,8219.04,793.92,8.81
TXN102818,Home & Kitchen,Cookware,East,Festive,248.78,266.59,6,,1599.54,1492.68,106.86,6.68
TXN102819,Apparel,Men's Wear,South,Winter,179.78,229.8,9,117.0,2068.2,1618.02,450.18,21.77
TXN102820,Electronics,Smartphones,North,Summer,1293.8,1298.41,9,50.0,11685.69,11644.2,41.49,0.36
TXN102821,Grocery,Dairy,South,Summer,219.28,210.25,19,16.0,3994.75,4166.32,-171.57,-4.29
TXN102822,Home & Kitchen,Storage,West,Winter,25.0,29.28,7,67.0,204.96,175.0,29.96,14.62
TXN102823,Grocery,Frozen Foods,South,Winter,444.39,487.07,4,5.0,1948.28,1777.56,170.72,8.76
TXN102824,Apparel,Kids Wear,Central,Winter,146.07,157.82,11,77.0,1736.02,1606.77,129.25,7.45
TXN102825,Electronics,Cameras,South,Summer,152.81,166.95,9,49.0,1502.55,1375.29,127.26,8.47
TXN102826,Apparel,Women's Wear,West,Spring,211.17,257.27,9,101.0,2315.43,1900.53,414.9,17.92
TXN102827,Electronics,Laptops,South,Winter,69.4,77.24,6,37.0,463.44,416.4,47.04,10.15
TXN102828,Electronics,Smartphones,East,Winter,2325.44,2345.31,7,60.0,16417.17,16278.08,139.09,0.85
TXN102829,Home & Kitchen,Storage,West,Festive,178.51,226.35,7,56.0,1584.45,1249.57,334.88,21.14
TXN102830,Electronics,Laptops,West,Festive,2026.76,1942.9,9,63.0,17486.1,18240.84,-754.74,-4.32
TXN102831,Apparel,Kids Wear,North,Winter,473.48,571.53,8,63.0,4572.24,3787.84,784.4,17.16
TXN102832,Electronics,Headphones,East,Festive,1486.03,1567.85,3,67.0,4703.55,4458.09,245.46,5.22
TXN102833,Home & Kitchen,Decor,West,Summer,471.51,551.78,9,63.0,4966.02,4243.59,722.43,14.55
TXN102834,Apparel,Winter Wear,East,Festive,107.81,140.18,6,31.0,841.08,646.86,194.22,23.09
TXN102835,Grocery,Beverages,Central,Winter,447.4,476.45,23,11.0,10958.35,10290.2,668.15,6.1
TXN102836,Apparel,Winter Wear,South,Spring,24.13,31.72,9,71.0,285.48,217.17,68.31,23.93
TXN102837,Apparel,Footwear,South,Monsoon,231.69,303.4,7,38.0,2123.8,1621.83,501.97,23.64
TXN102838,Grocery,Beverages,Central,Monsoon,48.73,49.81,21,14.0,1046.01,1023.33,22.68,2.17
TXN102839,Apparel,Kids Wear,North,Monsoon,477.62,497.45,7,,3482.15,3343.34,138.81,3.99
TXN102840,Electronics,Smartphones,East,Spring,2381.83,2478.56,8,65.0,19828.48,19054.64,773.84,3.9
TXN102841,Apparel,Winter Wear,North,Winter,77.69,101.12,4,37.0,404.48,310.76,93.72,23.17
TXN102842,Apparel,Kids Wear,West,Monsoon,10.3,12.92,5,37.0,64.6,51.5,13.1,20.28
TXN102843,Apparel,Footwear,Central,Festive,417.93,506.81,6,50.0,3040.86,2507.58,533.28,17.54
TXN102844,Home & Kitchen,Appliances,South,Winter,149.52,175.31,7,67.0,1227.17,1046.64,180.53,14.71
TXN102845,Electronics,Laptops,West,Winter,2028.01,2256.13,7,28.0,15792.91,14196.07,1596.84,10.11
TXN102846,Home & Kitchen,Furniture,East,Festive,245.13,275.04,9,99.0,2475.36,2206.17,269.19,10.87
TXN102847,Home & Kitchen,Storage,North,Festive,56.42,58.45,6,99.0,350.7,338.52,12.18,3.47
TXN102848,Beauty & Personal Care,Makeup,West,Spring,426.63,529.36,7,46.0,3705.52,2986.41,719.11,19.41
TXN102849,Electronics,Accessories,North,Monsoon,807.27,902.91,9,62.0,8126.19,7265.43,860.76,10.59
TXN102850,Electronics,Headphones,West,Spring,375.51,361.17,9,69.0,3250.53,3379.59,-129.06,-3.97
TXN102851,Apparel,Kids Wear,North,Monsoon,211.53,253.86,6,51.0,1523.16,1269.18,253.98,16.67
TXN102852,Electronics,Headphones,East,Festive,2205.88,2129.4,6,57.0,12776.4,13235.28,-458.88,-3.59
TXN102853,Home & Kitchen,Furniture,Central,Festive,291.65,348.79,4,65.0,1395.16,1166.6,228.56,16.38
TXN102854,Electronics,Smartphones,South,Winter,672.47,709.04,7,48.0,4963.28,4707.29,255.99,5.16
TXN102855,Home & Kitchen,Furniture,North,Winter,207.78,261.89,11,85.0,2880.79,2285.58,595.21,20.66
TXN102856,Apparel,Winter Wear,Central,Festive,77.16,87.7,10,93.0,877.0,771.6,105.4,12.02
TXN102857,Home & Kitchen,Decor,Central,Monsoon,179.87,188.65,9,86.0,1697.85,1618.83,79.02,4.65
TXN102858,Apparel,Kids Wear,East,Monsoon,373.34,408.82,13,93.0,5314.66,4853.42,461.24,8.68
TXN102859,Beauty & Personal Care,Skincare,East,Spring,28.69,31.74,7,45.0,222.18,200.83,21.35,9.61
TXN102860,Grocery,Frozen Foods,West,Summer,470.64,494.14,22,7.0,10871.08,10354.08,517.0,4.76
